time,a1,sigma,e,a2,J2,a1rate,e1rate,a2rate
1.651000e+06,4.635672e+00,6.889378e-01,3.993894e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.661000e+06,4.635672e+00,7.090705e-01,3.991212e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.671000e+06,4.635672e+00,7.302352e-01,3.988515e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.681000e+06,4.635672e+00,7.524369e-01,3.985807e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.691000e+06,4.635672e+00,7.756792e-01,3.983092e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.701000e+06,4.635672e+00,7.999636e-01,3.980376e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.711000e+06,4.635672e+00,8.252890e-01,3.977665e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.721000e+06,4.635672e+00,8.516521e-01,3.974968e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.731000e+06,4.635672e+00,8.790464e-01,3.972291e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.741000e+06,4.635672e+00,9.074623e-01,3.969644e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.751000e+06,4.635672e+00,9.368865e-01,3.967036e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.761000e+06,4.635672e+00,9.673020e-01,3.964478e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.771000e+06,4.635672e+00,9.986876e-01,3.961981e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.781000e+06,4.635672e+00,1.031018e+00,3.959556e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.791000e+06,4.635672e+00,1.064262e+00,3.957216e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.801000e+06,4.635672e+00,1.098386e+00,3.954974e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.811000e+06,4.635672e+00,1.133349e+00,3.952842e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.821000e+06,4.635672e+00,1.169107e+00,3.950834e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.831000e+06,4.635672e+00,1.205610e+00,3.948961e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.841000e+06,4.635672e+00,1.242803e+00,3.947238e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.851000e+06,4.635672e+00,1.280627e+00,3.945675e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.861000e+06,4.635672e+00,1.319017e+00,3.944285e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.871000e+06,4.635672e+00,1.357907e+00,3.943077e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.881000e+06,4.635672e+00,1.397223e+00,3.942062e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.891000e+06,4.635672e+00,1.436891e+00,3.941246e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.901000e+06,4.635672e+00,1.476833e+00,3.940638e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.911000e+06,4.635672e+00,1.516967e+00,3.940241e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
